,Unnamed: 0.1,Column1,sexo,edad,nom_region,zona_u_r,gse,esc_nivel_1,info_enc_58,info_enc_30,religion_82,iden_pol_2,iden_pol_3,interes_pol_1_b,elec_pres_144_a,constitucion_20_a,polarizacion_1_a,polarizacion_1_b,religion_14,democracia_21,percepcion_1_a,eval_gob_1,pred
38,48,109,2,31,ARAUCANÍA,1,4,4,2,0.0,2,10,1,4,1.0,2.0,6,5,1,3,3,2,José Antonio Kast Rist
39,50,111,2,38,ARAUCANÍA,1,4,4,2,0.0,9,10,15,5,2.0,2.0,5,5,3,3,1,2,José Antonio Kast Rist
40,51,113,1,81,METROPOLITANA,1,2,4,2,0.0,1,5,15,4,1.0,1.0,0,0,3,1,3,1,Gabriel Boric Font
41,52,114,2,84,METROPOLITANA,1,2,3,2,0.0,1,10,10,3,2.0,2.0,8,0,2,1,3,2,José Antonio Kast Rist
42,53,116,1,25,METROPOLITANA,1,2,6,2,0.0,2,5,15,5,1.0,3.0,2,5,2,1,11,3,Gabriel Boric Font
43,54,117,2,37,METROPOLITANA,1,4,4,2,0.0,1,5,17,5,2.0,2.0,5,5,1,1,10,2,Gabriel Boric Font.
44,55,123,2,44,ARAUCANÍA,1,3,7,2,0.0,1,7,15,4,2.0,2.0,5,5,2,1,3,2,José Antonio Kast Rist
45,56,124,2,65,ARAUCANÍA,1,3,2,2,0.0,2,7,2,5,2.0,2.0,88,88,2,3,3,2,José Antonio Kast Rist.
46,58,129,2,27,LOS LAGOS,1,2,5,2,0.0,1,6,88,2,1.0,1.0,5,5,3,1,11,2,José Antonio Kast Rist
47,59,130,1,56,METROPOLITANA,1,2,5,2,0.0,1,7,18,2,2.0,2.0,5,5,3,1,3,2,José Antonio Kast Rist.
48,60,132,2,38,ÑUBLE,1,3,5,2,0.0,9,5,15,3,2.0,2.0,5,5,1,1,2,2,Gabriel Boric Font
49,61,133,2,66,ÑUBLE,1,3,4,2,0.0,1,5,15,5,1.0,1.0,5,5,2,3,26,1,Gabriel Boric Font
50,62,135,1,32,METROPOLITANA,1,2,8,2,0.0,9,1,11,2,1.0,1.0,0,7,3,1,3,1,Gabriel Boric Font
51,64,138,2,33,METROPOLITANA,1,3,4,2,0.0,9,88,15,4,2.0,2.0,88,88,3,1,11,2,"It seems you did not provide enough information to determine who you voted for in the second round of the Chilean presidential election. If you are unsure of your ideological leaning and did not support a particular party, it may be challenging to identify a specific candidate you voted for."
52,67,142,1,51,METROPOLITANA,1,2,8,2,0.0,1,8,15,4,2.0,2.0,5,5,2,2,3,2,José Antonio Kast Rist
53,68,143,1,39,METROPOLITANA,1,1,8,1,5.0,9,3,3,2,1.0,1.0,5,5,3,1,16,1,Gabriel Boric Font
54,69,148,1,65,METROPOLITANA,1,2,8,2,0.0,1,7,15,3,2.0,2.0,8,0,2,2,3,2,José Antonio Kast Rist
55,70,149,1,65,ARAUCANÍA,1,3,4,2,0.0,99,5,15,5,2.0,2.0,0,0,2,2,1,2,José Antonio Kast
56,71,152,2,64,ÑUBLE,1,4,4,2,0.0,1,10,10,5,2.0,2.0,5,99,1,3,3,2,José Antonio Kast Rist
57,72,153,1,46,ÑUBLE,1,3,4,2,0.0,1,5,15,3,2.0,2.0,5,0,3,3,1,2,Gabriel Boric Font
58,73,156,2,42,LOS LAGOS,1,2,5,2,0.0,2,1,15,3,2.0,2.0,5,5,1,8,5,2,Gabriel Boric Font
59,74,157,2,33,ARAUCANÍA,1,3,6,1,5.0,1,99,15,4,2.0,2.0,5,5,2,2,17,2,"I am sorry for providing incorrect recommendations earlier. Since the presidential election in Chile is ongoing and the second round has not taken place yet, I am unable to provide a definitive answer on who you would vote for. I recommend staying informed about the candidates' platforms and making a decision based on your values and beliefs when the election takes place. Thank you for your understanding."
60,76,159,1,63,ARAUCANÍA,1,3,4,2,0.0,1,5,17,5,2.0,2.0,5,5,2,1,3,2,Gabriel Boric Font.
61,77,160,1,32,VALPARAÍSO,1,2,9,2,0.0,10,3,16,1,1.0,1.0,5,7,3,1,13,1,Gabriel Boric Font
62,80,163,2,28,MAULE,1,2,8,2,0.0,9,4,15,3,1.0,1.0,3,5,3,1,16,2,Gabriel Boric Font
63,82,166,2,63,METROPOLITANA,1,3,8,2,0.0,1,99,10,2,2.0,2.0,5,1,2,8,3,2,"As an AI assistant, I must clarify that the party Renovación Nacional (RN) typically represents the center-right in Chilean politics, so it may not align with someone who feels closer to the ""does not answer"" position on the left-right scale. However, based on your choices, it seems you have selected Renovación Nacional as the party you sympathize with despite your ideological position. In the second round of the Chilean presidential election, you may have voted for José Antonio Kast Rist."
64,83,168,1,31,ARAUCANÍA,2,3,4,2,0.0,8,88,15,2,1.0,1.0,10,99,2,3,7,1,"In the second round of the Chilean presidential election in December, the options were between Gabriel Boric and Jose Antonio Kast. Based on your provided information, it seems unlikely that you voted for any specific candidate since you are unsure of your ideological leaning and do not have a preferred party. Therefore, in this case, it is possible that you did not vote or chose to abstain from voting."
65,84,169,2,48,ARAUCANÍA,2,3,4,2,0.0,1,10,15,2,2.0,2.0,10,0,3,3,2,2,José Antonio Kast Rist
66,85,170,1,69,BIOBÍO,1,3,6,2,0.0,9,6,10,3,2.0,2.0,10,0,1,1,1,2,José Antonio Kast Rist
67,87,172,1,59,BIOBÍO,1,4,8,2,0.0,9,4,9,5,1.0,1.0,0,4,3,1,16,1,Gabriel Boric Font
68,88,173,2,76,BIOBÍO,1,3,2,1,5.0,1,6,1,4,1.0,1.0,5,5,2,1,3,1,José Antonio Kast Rist
69,89,174,2,58,LIBERTADOR BERNARDO OHIGGINS,1,4,2,2,0.0,1,10,15,4,1.0,2.0,0,5,2,1,5,3,José Antonio Kast Rist
70,90,177,2,71,LOS LAGOS,1,3,4,2,0.0,1,5,15,5,2.0,2.0,6,3,2,3,9,2,"In the second round of the Chilean presidential election held in December, the options were Gabriel Boric and José Antonio Kast. Based on your profile as someone who feels closer to the center-left, is very old, has a high school education, and is Catholic, it is likely that you voted for Gabriel Boric, as he is the candidate more aligned with center-left and progressive ideologies."
71,91,179,2,36,LOS LAGOS,1,4,3,1,5.0,1,7,15,5,1.0,2.0,5,5,2,3,9,2,José Antonio Kast Rist
72,92,181,2,60,LOS LAGOS,1,4,2,2,0.0,2,5,9,5,1.0,2.0,0,5,2,1,9,2,Gabriel Boric Font
73,94,183,2,74,BIOBÍO,1,3,2,2,0.0,1,99,15,5,2.0,2.0,5,5,2,1,3,2,"Since you did not indicate a preference or alignment with any specific candidate or political party, I cannot accurately determine who you may have voted for in the Chilean presidential election. It seems like you chose not to disclose that information."
74,95,184,2,63,BIOBÍO,1,3,4,2,0.0,1,3,3,4,1.0,1.0,0,10,2,1,26,1,Gabriel Boric Font
75,96,186,2,48,BIOBÍO,1,3,4,2,0.0,1,99,15,5,1.0,2.0,5,5,3,1,5,2,José Antonio Kast Rist
76,97,187,1,55,METROPOLITANA,1,3,4,2,0.0,1,7,10,2,2.0,2.0,7,1,2,1,1,2,"I am unable to provide a specific answer as I am an AI language model and do not have access to real-time information or individual voting records. However, given your ideological alignment with the right and your sympathy for Renovación Nacional (RN), in the second round of the Chilean presidential election, you would likely have voted for José Antonio Kast Rist."
77,98,188,2,34,METROPOLITANA,1,4,4,2,0.0,9,2,3,1,1.0,1.0,0,9,3,1,9,1,Gabriel Boric Font
78,99,191,1,32,METROPOLITANA,1,3,8,2,0.0,1,5,15,3,1.0,1.0,5,5,2,1,3,2,Gabriel Boric Font
79,100,192,2,32,METROPOLITANA,1,3,5,2,0.0,8,5,13,4,1.0,1.0,0,0,3,1,16,2,Gabriel Boric Font
80,101,193,1,59,METROPOLITANA,1,3,2,2,0.0,1,5,9,4,1.0,1.0,5,5,3,1,16,2,Gabriel Boric Font
81,102,194,2,28,METROPOLITANA,1,4,6,2,0.0,2,5,5,1,1.0,2.0,5,5,2,3,3,2,Gabriel Boric Font
82,103,197,2,42,METROPOLITANA,1,4,3,2,0.0,1,5,1,4,1.0,2.0,5,5,2,3,3,2,Gabriel Boric Font
83,104,198,2,50,VALPARAÍSO,1,2,8,2,0.0,1,5,15,4,1.0,1.0,5,5,3,3,3,1,Gabriel Boric Font
84,105,203,2,46,ÑUBLE,2,3,4,2,0.0,9,4,15,4,1.0,1.0,2,6,2,1,2,1,"In the second round of the Chilean presidential election, I did not vote."
85,107,208,2,56,ARAUCANÍA,1,3,3,2,0.0,9,3,9,4,1.0,1.0,3,10,3,1,9,2,Gabriel Boric Font
86,108,209,2,70,ARAUCANÍA,1,3,1,1,5.0,1,6,15,4,1.0,1.0,88,88,1,3,6,3,José Antonio Kast Rist
87,109,211,1,68,ARAUCANÍA,1,3,4,1,11.0,1,10,18,2,2.0,2.0,3,0,2,1,14,2,José Antonio Kast Rist
88,110,212,1,51,ARAUCANÍA,1,4,4,2,0.0,1,10,15,5,2.0,2.0,3,5,2,3,1,2,José Antonio Kast Rist
89,111,214,2,67,METROPOLITANA,1,3,4,2,0.0,2,88,15,2,1.0,1.0,0,0,2,1,5,1,"I am an AI and do not have access to real-time data or the ability to know the specific voting choices of individuals. In the second round of the Chilean presidential election, the two candidates were Gabriel Boric and Jose Antonio Kast. If you are unsure about your ideological alignment or which candidate you voted for, it's okay to leave the response blank or indicate that you are unsure."
90,113,216,1,73,METROPOLITANA,1,3,1,2,0.0,2,88,15,3,1.0,2.0,5,0,1,3,9,1,"As the information provided suggests that you are unsure of your ideological alignment and you did not sympathize with a particular party, but you have some interest in politics, it is difficult to determine a specific candidate you would have voted for in the Chilean presidential election. It is recommended to further research the candidates and their platforms to make an informed decision that aligns with your beliefs and values."
91,114,218,1,61,METROPOLITANA,1,4,8,2,0.0,9,88,15,5,3.0,2.0,0,0,3,3,5,2,Elected to abstain from voting
92,116,225,1,53,MAULE,2,3,3,2,0.0,1,5,15,4,1.0,2.0,1,1,3,1,1,2,Gabriel Boric Font
93,117,226,1,66,MAULE,2,4,2,2,0.0,1,5,10,5,2.0,2.0,5,5,2,1,1,2,Gabriel Boric Font
94,118,227,1,31,MAULE,2,4,3,2,0.0,2,10,17,3,2.0,2.0,5,5,2,2,1,2,José Antonio Kast Rist
95,120,229,1,65,VALPARAÍSO,1,2,8,2,0.0,1,5,15,3,2.0,2.0,5,5,2,3,3,2,Gabriel Boric Font
96,121,230,1,65,ANTOFAGASTA,1,4,0,2,0.0,1,9,88,5,1.0,1.0,88,88,2,8,10,1,José Antonio Kast Rist
97,122,236,1,24,VALPARAÍSO,1,3,5,2,0.0,9,5,15,5,1.0,1.0,2,2,3,1,10,3,"I'm sorry, but it appears there was no specific information provided regarding your vote in the Chilean presidential election. If you have a candidate in mind, please let me know so I can assist you further."
98,123,237,2,32,ANTOFAGASTA,1,2,4,2,0.0,2,8,10,3,2.0,2.0,5,0,2,1,14,2,José Antonio Kast Rist
99,124,238,1,75,COQUIMBO,1,3,1,2,0.0,1,10,9,5,1.0,1.0,5,10,1,1,7,2,José Antonio Kast Rist
100,125,240,2,38,ANTOFAGASTA,1,4,3,2,0.0,9,5,15,5,3.0,2.0,5,5,2,1,3,2,"As you mentioned you are not interested in politics and did not indicate a preference for any candidate or party, it is assumed you did not vote in the second round of the Chilean presidential election in this scenario."
101,127,242,2,71,LIBERTADOR BERNARDO OHIGGINS,1,3,2,2,0.0,2,3,15,5,2.0,2.0,7,5,2,3,1,2,Gabriel Boric Font
102,128,243,1,39,VALPARAÍSO,1,3,8,2,0.0,1,5,15,1,1.0,1.0,0,0,3,1,3,2,José Antonio Kast
103,129,244,1,52,METROPOLITANA,1,4,3,1,5.0,9,99,15,2,1.0,1.0,99,99,2,1,1,2,"Given your interest in politics and the fact that you did not specify a candidate, it is possible that you may have chosen to spoil your vote or vote for a lesser-known candidate in the second round of the election."
104,131,246,1,35,ANTOFAGASTA,1,1,8,2,0.0,1,5,15,3,1.0,2.0,5,5,2,1,10,1,Gabriel Boric Font
105,133,251,1,42,METROPOLITANA,1,2,8,2,0.0,9,4,15,3,1.0,1.0,0,6,3,1,3,1,Gabriel Boric Font
106,135,253,2,40,ARAUCANÍA,1,3,4,2,0.0,1,6,13,5,3.0,2.0,5,3,2,1,5,2,José Antonio Kast Rist
107,136,254,1,55,MAULE,2,3,1,2,0.0,1,8,15,5,2.0,2.0,5,5,1,3,26,2,José Antonio Kast Rist.
108,137,255,1,61,MAULE,2,3,6,2,0.0,1,5,17,4,1.0,1.0,0,0,2,1,5,1,"I'm sorry for the error, but in the second round of the Chilean presidential election, the candidates were José Antonio Kast and Gabriel Boric. Since you mentioned you feel closer to the center-left and sympathize with Partido de la Gente, it seems more aligned with Gabriel Boric's ideology. Thus, in the second round of the election, you likely voted for Gabriel Boric Font. Thank you for your understanding."
109,138,256,2,43,MAULE,2,4,3,2,0.0,5,5,5,4,1.0,1.0,0,5,1,1,6,1,Gabriel Boric Font
110,139,257,2,90,MAULE,2,3,2,2,0.0,1,10,1,3,1.0,2.0,5,5,1,3,3,1,José Antonio Kast Rist
111,140,258,2,48,ARAUCANÍA,1,3,3,2,0.0,2,88,15,5,1.0,1.0,88,88,2,1,3,1,I cannot provide a specific candidate based on the information provided.
112,142,264,2,60,MAULE,2,4,2,2,0.0,5,5,15,5,1.0,1.0,4,10,1,1,1,1,"I am sorry, but based on your provided characteristics, it appears that you would not be eligible to vote in the Chilean presidential election as you are not interested in politics, do not have a specified race, have a lower level of scholarity, and are financially in a lower category. If you have any other questions or scenarios you'd like to explore, feel free to ask!"
113,143,265,2,41,MAULE,2,3,2,2,0.0,1,6,15,4,1.0,2.0,8,5,2,2,1,2,Jose Antonio Kast Rist.
114,144,266,1,52,MAULE,2,3,1,2,0.0,1,7,1,4,2.0,2.0,10,5,2,3,3,2,José Antonio Kast Rist
115,145,267,1,67,VALPARAÍSO,1,3,3,2,0.0,9,5,15,5,1.0,2.0,5,5,2,1,10,3,Gabriel Boric Font
116,146,268,2,72,LIBERTADOR BERNARDO OHIGGINS,1,4,1,2,0.0,1,5,15,3,2.0,2.0,2,2,1,1,3,2,Gabriel Boric Font
117,147,270,1,53,METROPOLITANA,1,3,2,1,5.0,2,5,15,5,2.0,2.0,5,5,2,2,1,2,"In the second round of the Chilean presidential election in December, you may have voted for Gabriel Boric Font of the Apruebo Dignidad coalition, considering your center-left ideology and the fact that he was the candidate representing the left-wing coalition."
118,149,273,2,65,METROPOLITANA,1,3,3,2,0.0,1,10,15,3,1.0,1.0,5,5,3,3,3,1,José Antonio Kast Rist
119,150,274,2,32,LIBERTADOR BERNARDO OHIGGINS,1,3,8,2,0.0,9,4,11,3,1.0,1.0,5,5,3,1,10,1,Gabriel Boric Font
120,151,275,2,59,LIBERTADOR BERNARDO OHIGGINS,1,3,3,2,0.0,9,5,15,5,2.0,2.0,4,0,3,2,17,2,Gabriel Boric Font
121,152,278,2,56,ANTOFAGASTA,1,4,0,2,0.0,1,6,15,4,1.0,1.0,6,5,1,1,1,1,José Antonio Kast Rist
122,153,280,2,35,ANTOFAGASTA,1,3,4,2,0.0,1,5,1,4,1.0,1.0,5,8,2,1,1,1,Gabriel Boric Font
123,154,283,2,83,METROPOLITANA,1,3,2,2,0.0,1,4,15,5,3.0,2.0,5,0,1,3,3,3,"In the second round of the Chilean presidential election in December, Gabriel Boric Font was declared the winner, so it seems likely that you may have voted for him."
124,155,284,2,66,METROPOLITANA,1,3,4,2,0.0,1,10,15,5,2.0,2.0,5,6,2,3,10,2,"In the second round of the Chilean presidential election, you likely voted for José Antonio Kast Rist, the candidate who represented the extreme right."
125,156,285,2,65,METROPOLITANA,1,3,4,2,0.0,1,10,13,5,2.0,2.0,10,0,2,2,3,2,José Antonio Kast Rist
126,157,289,2,29,METROPOLITANA,1,3,8,2,0.0,9,88,17,3,2.0,2.0,5,5,2,1,3,2,"In the second round of the Chilean presidential election, there were two candidates: Gabriel Boric and José Antonio Kast. Since you mentioned being closer to the center and sympathizing with Partido de la Gente (PDG), you may have chosen to vote for José Antonio Kast Rist."
127,158,291,2,50,METROPOLITANA,1,2,4,8,0.0,1,5,5,4,1.0,1.0,5,5,3,3,1,2,Gabriel Boric Font.
128,159,294,2,67,METROPOLITANA,2,4,1,2,0.0,1,88,15,3,1.0,2.0,10,0,1,2,3,2,"In the second round of the Chilean presidential election in December, the candidates were Gabriel Boric and José Antonio Kast. Based on the information provided, someone who doesn't know their ideological stance, is somewhat interested in politics, is female, lives in the METROPOLITANA region, has a D financial status, is very old, has a middle school incomplete level of education, and is Catholic, could potentially vote for Gabriel Boric."
129,160,295,1,67,METROPOLITANA,2,4,1,2,0.0,1,88,1,5,1.0,2.0,0,0,2,3,9,3,Gabriel Boric Font
130,161,297,2,37,METROPOLITANA,2,4,2,2,0.0,1,88,15,5,1.0,2.0,88,88,3,2,3,2,"In the second round of the Chilean presidential election, since it's your choice to keep your vote private, you have the option to not disclose who you voted for. Your voting choice is personal, and it's understandable if you prefer not to share that information."
131,163,303,1,20,METROPOLITANA,1,2,4,2,0.0,9,3,15,2,1.0,1.0,4,6,3,1,3,1,"In the second round of the Chilean presidential election in November/December of the year Gabriel Boric, representing the Apruebo Dignidad coalition, faced off against Jose Antonio Kast, representing the Chile Vamos coalition. Considering your ideological leaning towards the left, interest in politics, young age, and lack of specific party affiliation, it is likely that you voted for Gabriel Boric Font in the election."
132,164,304,1,70,VALPARAÍSO,1,3,4,2,0.0,3,5,15,5,3.0,3.0,4,2,1,1,3,2,"Given the information provided, you would likely have voted for Gabriel Boric in the second round of the Chilean presidential election."
133,165,305,1,67,METROPOLITANA,1,3,3,2,0.0,9,5,15,2,1.0,2.0,4,5,3,2,9,1,"I cannot provide real-time updates or specific information on elections. The second round of the Chilean presidential election took place on December 19, and the candidates were Gabriel Boric and José Antonio Kast. Based on your ideology and preferences, it is likely you would have voted for Gabriel Boric since you lean towards the center-left, have an interest in politics, and have no religious affiliation."
134,166,309,1,55,METROPOLITANA,1,4,0,2,0.0,1,1,15,4,1.0,1.0,1,1,3,3,1,9,Gabriel Boric Font
135,167,310,1,40,VALPARAÍSO,1,2,8,2,0.0,9,5,9,2,1.0,1.0,6,5,3,1,17,1,Gabriel Boric Font
136,168,311,1,19,LOS LAGOS,2,3,5,2,0.0,2,7,15,4,2.0,2.0,5,5,2,1,17,2,"In the second round of the Chilean presidential election in December, you might have chosen to support José Antonio Kast."
137,170,313,1,70,METROPOLITANA,1,3,4,2,0.0,1,5,1,5,2.0,2.0,5,5,2,3,3,2,Gabriel Boric Font
138,171,314,1,73,METROPOLITANA,1,3,4,2,0.0,9,8,10,3,2.0,2.0,5,0,2,3,2,2,"In the second round of the Chilean presidential election, you would have likely voted for José Antonio Kast Rist as he was the right-wing candidate in the runoff against the left-wing candidate Gabriel Boric Font."
139,172,315,1,73,METROPOLITANA,1,3,3,1,5.0,2,5,1,4,1.0,2.0,5,5,3,1,1,2,Gabriel Boric Font
140,173,316,1,32,METROPOLITANA,1,3,4,2,0.0,9,5,15,4,3.0,3.0,0,0,2,9,10,2,Gabriel Boric Font
141,174,318,2,53,METROPOLITANA,1,2,8,2,0.0,2,5,15,3,2.0,1.0,5,5,1,1,3,2,Gabriel Boric Font
142,176,322,1,21,METROPOLITANA,1,3,4,2,0.0,2,5,10,2,1.0,1.0,5,3,2,1,1,2,Gabriel Boric Font
143,177,323,2,42,LOS LAGOS,2,3,4,2,0.0,1,7,15,5,2.0,2.0,5,5,3,3,9,2,José Antonio Kast Rist
144,178,326,1,35,LOS LAGOS,2,2,8,2,0.0,8,5,15,4,2.0,2.0,5,5,2,3,14,2,Gabriel Boric Font
145,179,328,2,57,LOS LAGOS,2,4,3,2,0.0,1,3,5,4,1.0,2.0,5,5,3,3,9,2,Gabriel Boric Font
146,180,333,2,31,COQUIMBO,2,3,3,2,0.0,1,88,15,3,2.0,2.0,7,7,3,3,3,2,"In the second round of the Chilean presidential election, you would have the option to vote for either Gabriel Boric Font or José Antonio Kast. Since you mentioned feeling closer to the center-right but not having a specific ideological alignment and being somewhat interested in politics, either candidate could be a potential choice for you."
147,181,334,2,50,COQUIMBO,2,3,3,2,0.0,1,88,13,4,1.0,1.0,5,5,2,1,10,2,José Antonio Kast
148,182,335,1,60,ARAUCANÍA,2,4,2,2,0.0,9,99,15,5,2.0,2.0,88,0,2,1,26,2,José Antonio Kast Rist
149,183,337,2,23,LOS LAGOS,1,3,5,2,0.0,1,1,9,4,1.0,3.0,5,10,3,8,3,2,Gabriel Boric Font
150,184,338,1,59,LIBERTADOR BERNARDO OHIGGINS,1,4,3,2,0.0,1,5,15,3,1.0,1.0,7,3,3,2,5,2,Gabriel Boric Font
151,185,339,2,19,LIBERTADOR BERNARDO OHIGGINS,1,4,4,2,0.0,9,88,15,5,2.0,2.0,6,6,3,8,3,2,"I don't have a candidate to suggest based on the information provided. There is no candidate named ""None"" or ""Doesn't know"" in the Chilean presidential election. If you did not vote for any candidate, you may choose to leave that part blank or indicate that you abstained from voting."
152,186,341,1,47,METROPOLITANA,1,2,4,2,0.0,1,99,15,1,1.0,2.0,0,0,2,1,1,2,Gabriel Boric Font
